"Study","Person","Rater","Criterion","Score"
"Study2","P041","R03","Vocabulary",4
"Study2","P041","R04","Completeness",4
"Study2","P041","R04","Correctness",4
"Study2","P041","R04","Fluency",4
"Study2","P041","R04","Structure",4
"Study2","P041","R04","Syntactic_Breadth",4
"Study2","P041","R04","Train_of_Thought",3
"Study2","P041","R04","Vocabulary",3
"Study2","P042","R03","Argumentation",4
"Study2","P042","R03","Completeness",4
"Study2","P042","R03","Correctness",4
"Study2","P042","R03","Description",2
"Study2","P042","R03","Fluency",4
"Study2","P042","R03","Structure",3
"Study2","P042","R03","Syntactic_Breadth",3
"Study2","P042","R03","Train_of_Thought",3
"Study2","P042","R03","Vocabulary",4
"Study2","P042","R12","Completeness",4
"Study2","P042","R12","Correctness",3
"Study2","P042","R12","Description",4
"Study2","P042","R12","Fluency",4
"Study2","P042","R12","Structure",4
"Study2","P042","R12","Syntactic_Breadth",4
"Study2","P042","R12","Train_of_Thought",3
"Study2","P042","R12","Vocabulary",4
"Study2","P043","R01","Argumentation",3
"Study2","P043","R01","Completeness",3
"Study2","P043","R01","Correctness",2
"Study2","P043","R01","Description",2
"Study2","P043","R01","Fluency",3
"Study2","P043","R01","Syntactic_Breadth",4
"Study2","P043","R01","Train_of_Thought",3
"Study2","P043","R01","Vocabulary",4
"Study2","P043","R08","Argumentation",3
"Study2","P043","R08","Completeness",3
"Study2","P043","R08","Correctness",3
"Study2","P043","R08","Description",4
"Study2","P043","R08","Fluency",4
"Study2","P043","R08","Structure",4
"Study2","P043","R08","Syntactic_Breadth",4
"Study2","P043","R08","Train_of_Thought",3
"Study2","P043","R08","Vocabulary",4
"Study2","P044","R02","Argumentation",4
"Study2","P044","R02","Completeness",4
"Study2","P044","R02","Correctness",4
"Study2","P044","R02","Description",4
"Study2","P044","R02","Fluency",4
"Study2","P044","R02","Structure",4
"Study2","P044","R02","Syntactic_Breadth",3
"Study2","P044","R02","Train_of_Thought",4
"Study2","P044","R02","Vocabulary",4
"Study2","P044","R08","Argumentation",4
"Study2","P044","R08","Completeness",4
"Study2","P044","R08","Correctness",4
"Study2","P044","R08","Description",3
"Study2","P044","R08","Fluency",4
"Study2","P044","R08","Structure",4
"Study2","P044","R08","Syntactic_Breadth",4
"Study2","P044","R08","Train_of_Thought",3
"Study2","P045","R01","Argumentation",4
"Study2","P045","R01","Completeness",2
"Study2","P045","R01","Correctness",3
"Study2","P045","R01","Description",4
"Study2","P045","R01","Fluency",3
"Study2","P045","R01","Structure",4
"Study2","P045","R01","Syntactic_Breadth",4
"Study2","P045","R01","Train_of_Thought",2
"Study2","P045","R01","Vocabulary",3
"Study2","P045","R06","Argumentation",3
"Study2","P045","R06","Completeness",3
"Study2","P045","R06","Description",3
"Study2","P045","R06","Fluency",3
"Study2","P045","R06","Structure",4
"Study2","P045","R06","Syntactic_Breadth",4
"Study2","P045","R06","Train_of_Thought",4
"Study2","P045","R06","Vocabulary",4
"Study2","P046","R01","Argumentation",4
"Study2","P046","R01","Completeness",4
"Study2","P046","R01","Correctness",4
"Study2","P046","R01","Description",3
"Study2","P046","R01","Structure",3
"Study2","P046","R01","Syntactic_Breadth",4
"Study2","P046","R01","Train_of_Thought",3
"Study2","P046","R01","Vocabulary",2
"Study2","P046","R06","Argumentation",3
"Study2","P046","R06","Completeness",4
"Study2","P046","R06","Correctness",4
"Study2","P046","R06","Description",3
"Study2","P046","R06","Fluency",4
"Study2","P046","R06","Structure",4
"Study2","P046","R06","Syntactic_Breadth",4
"Study2","P046","R06","Train_of_Thought",3
"Study2","P046","R06","Vocabulary",3
"Study2","P047","R04","Argumentation",4
"Study2","P047","R04","Completeness",4
"Study2","P047","R04","Correctness",4
"Study2","P047","R04","Description",3
"Study2","P047","R04","Fluency",4
"Study2","P047","R04","Syntactic_Breadth",3
"Study2","P047","R04","Train_of_Thought",3
"Study2","P047","R04","Vocabulary",4
"Study2","P047","R12","Argumentation",4
"Study2","P047","R12","Correctness",4
"Study2","P047","R12","Description",1
"Study2","P047","R12","Fluency",4
"Study2","P047","R12","Structure",4
"Study2","P047","R12","Syntactic_Breadth",4
"Study2","P047","R12","Train_of_Thought",4
"Study2","P047","R12","Vocabulary",4
"Study2","P048","R03","Argumentation",4
"Study2","P048","R03","Completeness",4
"Study2","P048","R03","Fluency",4
"Study2","P048","R03","Structure",3
"Study2","P048","R03","Syntactic_Breadth",3
"Study2","P048","R03","Train_of_Thought",4
"Study2","P048","R03","Vocabulary",4
"Study2","P048","R12","Argumentation",3
"Study2","P048","R12","Completeness",4
"Study2","P048","R12","Correctness",4
"Study2","P048","R12","Description",3
"Study2","P048","R12","Fluency",3
"Study2","P048","R12","Structure",4
"Study2","P048","R12","Train_of_Thought",2
"Study2","P048","R12","Vocabulary",4
"Study2","P049","R07","Argumentation",2
"Study2","P049","R07","Completeness",3
"Study2","P049","R07","Correctness",2
"Study2","P049","R07","Description",2
"Study2","P049","R07","Fluency",2
"Study2","P049","R07","Structure",3
"Study2","P049","R07","Syntactic_Breadth",2
"Study2","P049","R07","Train_of_Thought",2
"Study2","P049","R07","Vocabulary",2
"Study2","P049","R10","Argumentation",2
"Study2","P049","R10","Completeness",3
"Study2","P049","R10","Correctness",2
"Study2","P049","R10","Description",1
"Study2","P049","R10","Fluency",4
"Study2","P049","R10","Structure",3
"Study2","P049","R10","Train_of_Thought",3
"Study2","P049","R10","Vocabulary",3
"Study2","P050","R05","Argumentation",3
"Study2","P050","R05","Correctness",4
"Study2","P050","R05","Description",1
"Study2","P050","R05","Fluency",4
"Study2","P050","R05","Train_of_Thought",3
"Study2","P050","R05","Vocabulary",3
"Study2","P050","R10","Argumentation",3
"Study2","P050","R10","Completeness",4
"Study2","P050","R10","Correctness",4
"Study2","P050","R10","Description",4
"Study2","P050","R10","Fluency",4
"Study2","P050","R10","Structure",3
"Study2","P050","R10","Syntactic_Breadth",4
"Study2","P050","R10","Train_of_Thought",4
"Study2","P050","R10","Vocabulary",3
"Study2","P051","R11","Argumentation",4
"Study2","P051","R11","Completeness",4
"Study2","P051","R11","Correctness",2
"Study2","P051","R11","Description",2
"Study2","P051","R11","Structure",4
"Study2","P051","R11","Train_of_Thought",3
"Study2","P051","R11","Vocabulary",3
"Study2","P051","R12","Argumentation",3
"Study2","P051","R12","Completeness",4
"Study2","P051","R12","Correctness",3
"Study2","P051","R12","Description",3
"Study2","P051","R12","Fluency",4
"Study2","P051","R12","Train_of_Thought",3
"Study2","P051","R12","Vocabulary",4
"Study2","P052","R01","Argumentation",3
"Study2","P052","R01","Completeness",4
"Study2","P052","R01","Correctness",2
"Study2","P052","R01","Description",3
"Study2","P052","R01","Fluency",2
"Study2","P052","R01","Structure",3
"Study2","P052","R01","Syntactic_Breadth",3
"Study2","P052","R01","Train_of_Thought",3
"Study2","P052","R01","Vocabulary",4
"Study2","P052","R08","Argumentation",4
"Study2","P052","R08","Completeness",4
"Study2","P052","R08","Correctness",4
"Study2","P052","R08","Description",4
"Study2","P052","R08","Fluency",3
"Study2","P052","R08","Structure",4
"Study2","P052","R08","Syntactic_Breadth",3
"Study2","P052","R08","Train_of_Thought",2
"Study2","P052","R08","Vocabulary",4
"Study2","P053","R07","Argumentation",3
"Study2","P053","R07","Completeness",1
"Study2","P053","R07","Correctness",3
"Study2","P053","R07","Description",2
"Study2","P053","R07","Fluency",3
"Study2","P053","R07","Structure",2
"Study2","P053","R07","Syntactic_Breadth",2
"Study2","P053","R07","Train_of_Thought",2
"Study2","P053","R07","Vocabulary",3
"Study2","P053","R12","Argumentation",4
"Study2","P053","R12","Completeness",3
"Study2","P053","R12","Correctness",1
"Study2","P053","R12","Description",3
"Study2","P053","R12","Fluency",4
"Study2","P053","R12","Structure",4
"Study2","P053","R12","Train_of_Thought",2
"Study2","P053","R12","Vocabulary",4
"Study2","P054","R09","Argumentation",3
"Study2","P054","R09","Completeness",2
"Study2","P054","R09","Correctness",3
"Study2","P054","R09","Description",2
"Study2","P054","R09","Fluency",3
"Study2","P054","R09","Structure",4
"Study2","P054","R09","Syntactic_Breadth",2
"Study2","P054","R09","Train_of_Thought",3
"Study2","P054","R09","Vocabulary",2
"Study2","P054","R11","Completeness",3
"Study2","P054","R11","Correctness",3
"Study2","P054","R11","Description",4
"Study2","P054","R11","Fluency",2
"Study2","P054","R11","Structure",3
"Study2","P054","R11","Syntactic_Breadth",3
"Study2","P054","R11","Train_of_Thought",4
"Study2","P054","R11","Vocabulary",4
"Study2","P055","R01","Argumentation",3
"Study2","P055","R01","Completeness",4
"Study2","P055","R01","Correctness",4
"Study2","P055","R01","Description",1
"Study2","P055","R01","Fluency",3
"Study2","P055","R01","Structure",4
"Study2","P055","R01","Syntactic_Breadth",3
"Study2","P055","R01","Train_of_Thought",4
"Study2","P055","R01","Vocabulary",2
"Study2","P055","R04","Argumentation",3
"Study2","P055","R04","Completeness",4
"Study2","P055","R04","Description",2
"Study2","P055","R04","Fluency",3
"Study2","P055","R04","Structure",4
"Study2","P055","R04","Syntactic_Breadth",3
"Study2","P055","R04","Train_of_Thought",4
"Study2","P055","R04","Vocabulary",4
"Study2","P056","R09","Argumentation",3
"Study2","P056","R09","Correctness",2
"Study2","P056","R09","Description",3
"Study2","P056","R09","Fluency",3
"Study2","P056","R09","Syntactic_Breadth",2
"Study2","P056","R09","Train_of_Thought",3
"Study2","P056","R09","Vocabulary",3
"Study2","P056","R10","Argumentation",4
"Study2","P056","R10","Completeness",4
"Study2","P056","R10","Correctness",2
"Study2","P056","R10","Description",1
"Study2","P056","R10","Fluency",4
"Study2","P056","R10","Structure",2
"Study2","P056","R10","Syntactic_Breadth",4
"Study2","P056","R10","Train_of_Thought",4
"Study2","P056","R10","Vocabulary",4
"Study2","P057","R10","Argumentation",3
"Study2","P057","R10","Completeness",4
"Study2","P057","R10","Correctness",4
"Study2","P057","R10","Description",4
"Study2","P057","R10","Fluency",3
"Study2","P057","R10","Syntactic_Breadth",4
"Study2","P057","R10","Train_of_Thought",4
"Study2","P057","R10","Vocabulary",4
"Study2","P057","R11","Argumentation",3
"Study2","P057","R11","Completeness",3
"Study2","P057","R11","Description",2
"Study2","P057","R11","Fluency",4
"Study2","P057","R11","Structure",4
"Study2","P057","R11","Syntactic_Breadth",4
"Study2","P057","R11","Train_of_Thought",4
"Study2","P057","R11","Vocabulary",4
"Study2","P058","R06","Completeness",3
"Study2","P058","R06","Correctness",4
"Study2","P058","R06","Description",4
"Study2","P058","R06","Fluency",3
"Study2","P058","R06","Structure",4
"Study2","P058","R06","Syntactic_Breadth",4
"Study2","P058","R06","Vocabulary",4
"Study2","P058","R09","Argumentation",3
"Study2","P058","R09","Completeness",3
"Study2","P058","R09","Description",3
"Study2","P058","R09","Fluency",3
"Study2","P058","R09","Structure",3
"Study2","P058","R09","Syntactic_Breadth",3
"Study2","P058","R09","Vocabulary",4
"Study2","P059","R06","Argumentation",4
"Study2","P059","R06","Completeness",3
"Study2","P059","R06","Correctness",2
"Study2","P059","R06","Description",3
"Study2","P059","R06","Fluency",4
"Study2","P059","R06","Structure",3
"Study2","P059","R06","Syntactic_Breadth",4
"Study2","P059","R06","Train_of_Thought",4
"Study2","P059","R06","Vocabulary",3
"Study2","P059","R12","Argumentation",3
"Study2","P059","R12","Completeness",4
"Study2","P059","R12","Correctness",4
"Study2","P059","R12","Description",2
"Study2","P059","R12","Fluency",2
"Study2","P059","R12","Structure",4
"Study2","P059","R12","Syntactic_Breadth",4
"Study2","P059","R12","Train_of_Thought",4
"Study2","P059","R12","Vocabulary",4
"Study2","P060","R01","Argumentation",3
"Study2","P060","R01","Completeness",4
"Study2","P060","R01","Correctness",3
"Study2","P060","R01","Fluency",4
"Study2","P060","R01","Structure",3
"Study2","P060","R01","Syntactic_Breadth",4
"Study2","P060","R08","Argumentation",4
"Study2","P060","R08","Completeness",4
"Study2","P060","R08","Correctness",4
"Study2","P060","R08","Description",4
"Study2","P060","R08","Fluency",4
"Study2","P060","R08","Structure",3
"Study2","P060","R08","Syntactic_Breadth",3
"Study2","P060","R08","Vocabulary",3
"Study2","P061","R03","Argumentation",4
"Study2","P061","R03","Completeness",4
"Study2","P061","R03","Correctness",4
"Study2","P061","R03","Description",4
"Study2","P061","R03","Fluency",4
"Study2","P061","R03","Structure",4
"Study2","P061","R03","Train_of_Thought",4
"Study2","P061","R09","Argumentation",3
"Study2","P061","R09","Completeness",2
"Study2","P061","R09","Correctness",2
"Study2","P061","R09","Description",3
"Study2","P061","R09","Fluency",2
"Study2","P061","R09","Structure",3
"Study2","P061","R09","Train_of_Thought",3
"Study2","P061","R09","Vocabulary",2
"Study2","P062","R09","Argumentation",3
"Study2","P062","R09","Completeness",4
"Study2","P062","R09","Correctness",3
"Study2","P062","R09","Description",3
"Study2","P062","R09","Fluency",4
"Study2","P062","R09","Syntactic_Breadth",4
"Study2","P062","R09","Train_of_Thought",4
"Study2","P062","R09","Vocabulary",4
"Study2","P062","R12","Argumentation",2
"Study2","P062","R12","Correctness",4
"Study2","P062","R12","Description",2
"Study2","P062","R12","Fluency",2
"Study2","P062","R12","Structure",4
"Study2","P062","R12","Syntactic_Breadth",4
"Study2","P062","R12","Train_of_Thought",4
"Study2","P062","R12","Vocabulary",2
"Study2","P063","R02","Argumentation",3
"Study2","P063","R02","Completeness",4
"Study2","P063","R02","Correctness",3
"Study2","P063","R02","Description",3
"Study2","P063","R02","Fluency",4
"Study2","P063","R02","Structure",4
"Study2","P063","R02","Syntactic_Breadth",3
"Study2","P063","R02","Vocabulary",4
"Study2","P063","R04","Argumentation",4
"Study2","P063","R04","Completeness",4
"Study2","P063","R04","Correctness",3
"Study2","P063","R04","Description",4
"Study2","P063","R04","Fluency",3
"Study2","P063","R04","Structure",4
"Study2","P063","R04","Syntactic_Breadth",4
"Study2","P063","R04","Train_of_Thought",4
"Study2","P063","R04","Vocabulary",4
"Study2","P064","R06","Argumentation",2
"Study2","P064","R06","Completeness",3
"Study2","P064","R06","Correctness",3
"Study2","P064","R06","Description",3
"Study2","P064","R06","Fluency",4
"Study2","P064","R06","Structure",4
"Study2","P064","R06","Syntactic_Breadth",4
"Study2","P064","R06","Train_of_Thought",4
"Study2","P064","R06","Vocabulary",3
"Study2","P064","R11","Argumentation",4
"Study2","P064","R11","Completeness",4
"Study2","P064","R11","Correctness",2
"Study2","P064","R11","Description",3
"Study2","P064","R11","Fluency",3
"Study2","P064","R11","Structure",3
"Study2","P064","R11","Syntactic_Breadth",4
"Study2","P064","R11","Train_of_Thought",4
"Study2","P065","R01","Argumentation",4
"Study2","P065","R01","Completeness",4
"Study2","P065","R01","Correctness",4
"Study2","P065","R01","Description",3
"Study2","P065","R01","Fluency",3
"Study2","P065","R01","Structure",4
"Study2","P065","R01","Syntactic_Breadth",4
"Study2","P065","R01","Train_of_Thought",4
"Study2","P065","R01","Vocabulary",3
"Study2","P065","R09","Argumentation",3
"Study2","P065","R09","Completeness",3
"Study2","P065","R09","Description",3
"Study2","P065","R09","Fluency",4
"Study2","P065","R09","Structure",3
"Study2","P065","R09","Syntactic_Breadth",2
"Study2","P065","R09","Train_of_Thought",2
"Study2","P065","R09","Vocabulary",4
"Study2","P066","R02","Argumentation",4
"Study2","P066","R02","Completeness",4
"Study2","P066","R02","Correctness",3
"Study2","P066","R02","Fluency",4
"Study2","P066","R02","Structure",4
"Study2","P066","R02","Syntactic_Breadth",3
"Study2","P066","R02","Vocabulary",3
"Study2","P066","R06","Argumentation",2
"Study2","P066","R06","Completeness",4
"Study2","P066","R06","Correctness",3
"Study2","P066","R06","Description",3
"Study2","P066","R06","Fluency",4
"Study2","P066","R06","Syntactic_Breadth",3
"Study2","P066","R06","Train_of_Thought",2
"Study2","P067","R07","Argumentation",4
"Study2","P067","R07","Completeness",4
"Study2","P067","R07","Correctness",3
"Study2","P067","R07","Description",4
"Study2","P067","R07","Fluency",4
"Study2","P067","R07","Syntactic_Breadth",4
"Study2","P067","R07","Train_of_Thought",3
"Study2","P067","R07","Vocabulary",3
"Study2","P067","R12","Argumentation",4
"Study2","P067","R12","Completeness",4
"Study2","P067","R12","Correctness",3
"Study2","P067","R12","Description",3
"Study2","P067","R12","Fluency",4
"Study2","P067","R12","Structure",4
"Study2","P067","R12","Syntactic_Breadth",4
"Study2","P067","R12","Train_of_Thought",4
"Study2","P067","R12","Vocabulary",3
"Study2","P068","R09","Argumentation",2
"Study2","P068","R09","Completeness",2
"Study2","P068","R09","Correctness",2
"Study2","P068","R09","Description",2
"Study2","P068","R09","Fluency",4
"Study2","P068","R09","Structure",3
"Study2","P068","R09","Train_of_Thought",3
"Study2","P068","R09","Vocabulary",2
"Study2","P068","R11","Argumentation",3
"Study2","P068","R11","Completeness",4
"Study2","P068","R11","Correctness",4
"Study2","P068","R11","Description",1
"Study2","P068","R11","Fluency",1
"Study2","P068","R11","Structure",4
"Study2","P068","R11","Syntactic_Breadth",4
"Study2","P068","R11","Train_of_Thought",4
"Study2","P068","R11","Vocabulary",2
"Study2","P069","R07","Completeness",4
"Study2","P069","R07","Correctness",3
"Study2","P069","R07","Description",3
"Study2","P069","R07","Fluency",2
"Study2","P069","R07","Structure",4
"Study2","P069","R07","Syntactic_Breadth",3
"Study2","P069","R07","Train_of_Thought",2
"Study2","P069","R07","Vocabulary",4
"Study2","P069","R11","Argumentation",4
"Study2","P069","R11","Completeness",4
"Study2","P069","R11","Correctness",4
"Study2","P069","R11","Description",2
"Study2","P069","R11","Fluency",4
"Study2","P069","R11","Structure",4
"Study2","P069","R11","Syntactic_Breadth",3
"Study2","P069","R11","Train_of_Thought",2
"Study2","P069","R11","Vocabulary",4
"Study2","P070","R03","Argumentation",4
"Study2","P070","R03","Completeness",3
"Study2","P070","R03","Correctness",3
"Study2","P070","R03","Description",4
"Study2","P070","R03","Fluency",4
"Study2","P070","R03","Train_of_Thought",4
"Study2","P070","R03","Vocabulary",4
"Study2","P070","R07","Argumentation",2
"Study2","P070","R07","Completeness",3
"Study2","P070","R07","Correctness",2
"Study2","P070","R07","Description",4
"Study2","P070","R07","Fluency",3
"Study2","P070","R07","Structure",3
"Study2","P070","R07","Syntactic_Breadth",3
"Study2","P070","R07","Train_of_Thought",3
"Study2","P071","R03","Argumentation",2
"Study2","P071","R03","Completeness",4
"Study2","P071","R03","Correctness",3
"Study2","P071","R03","Description",2
"Study2","P071","R03","Fluency",4
"Study2","P071","R03","Structure",4
"Study2","P071","R03","Vocabulary",4
"Study2","P071","R07","Argumentation",2
"Study2","P071","R07","Correctness",3
"Study2","P071","R07","Description",2
"Study2","P071","R07","Fluency",4
"Study2","P071","R07","Structure",3
"Study2","P071","R07","Syntactic_Breadth",3
"Study2","P071","R07","Train_of_Thought",4
"Study2","P072","R05","Argumentation",3
"Study2","P072","R05","Completeness",3
"Study2","P072","R05","Correctness",4
"Study2","P072","R05","Description",1
"Study2","P072","R05","Fluency",3
"Study2","P072","R05","Syntactic_Breadth",3
"Study2","P072","R05","Train_of_Thought",4
"Study2","P072","R05","Vocabulary",4
"Study2","P072","R09","Argumentation",2
"Study2","P072","R09","Completeness",4
"Study2","P072","R09","Correctness",3
"Study2","P072","R09","Description",2
"Study2","P072","R09","Fluency",3
"Study2","P072","R09","Structure",2
"Study2","P072","R09","Syntactic_Breadth",2
"Study2","P072","R09","Train_of_Thought",3
"Study2","P072","R09","Vocabulary",2
"Study2","P073","R06","Argumentation",4
"Study2","P073","R06","Completeness",4
"Study2","P073","R06","Correctness",3
"Study2","P073","R06","Description",4
"Study2","P073","R06","Fluency",4
"Study2","P073","R06","Structure",4
"Study2","P073","R06","Syntactic_Breadth",4
"Study2","P073","R06","Vocabulary",4
"Study2","P073","R09","Argumentation",3
"Study2","P073","R09","Completeness",3
"Study2","P073","R09","Correctness",2
"Study2","P073","R09","Description",3
"Study2","P073","R09","Fluency",2
"Study2","P073","R09","Structure",2
"Study2","P073","R09","Syntactic_Breadth",4
"Study2","P073","R09","Train_of_Thought",3
"Study2","P073","R09","Vocabulary",3
"Study2","P074","R02","Argumentation",3
"Study2","P074","R02","Completeness",2
"Study2","P074","R02","Correctness",4
"Study2","P074","R02","Description",4
"Study2","P074","R02","Structure",4
"Study2","P074","R02","Syntactic_Breadth",3
"Study2","P074","R02","Train_of_Thought",3
"Study2","P074","R02","Vocabulary",2
"Study2","P074","R08","Argumentation",2
"Study2","P074","R08","Correctness",3
"Study2","P074","R08","Fluency",2
"Study2","P074","R08","Structure",3
"Study2","P074","R08","Syntactic_Breadth",1
"Study2","P074","R08","Train_of_Thought",4
"Study2","P074","R08","Vocabulary",2
"Study2","P075","R05","Argumentation",1
"Study2","P075","R05","Completeness",3
"Study2","P075","R05","Correctness",3
"Study2","P075","R05","Fluency",2
"Study2","P075","R05","Structure",3
"Study2","P075","R05","Syntactic_Breadth",3
"Study2","P075","R05","Train_of_Thought",3
"Study2","P075","R05","Vocabulary",4
"Study2","P075","R11","Argumentation",3
"Study2","P075","R11","Completeness",4
"Study2","P075","R11","Correctness",2
"Study2","P075","R11","Description",3
"Study2","P075","R11","Fluency",3
"Study2","P075","R11","Structure",4
"Study2","P075","R11","Syntactic_Breadth",3
"Study2","P075","R11","Train_of_Thought",2
"Study2","P075","R11","Vocabulary",4
"Study2","P076","R02","Argumentation",4
"Study2","P076","R02","Completeness",4
"Study2","P076","R02","Correctness",2
"Study2","P076","R02","Description",3
"Study2","P076","R02","Fluency",4
"Study2","P076","R02","Train_of_Thought",4
"Study2","P076","R02","Vocabulary",4
"Study2","P076","R07","Argumentation",3
"Study2","P076","R07","Completeness",3
"Study2","P076","R07","Correctness",3
"Study2","P076","R07","Description",2
"Study2","P076","R07","Fluency",4
"Study2","P076","R07","Structure",4
"Study2","P076","R07","Syntactic_Breadth",3
"Study2","P076","R07","Vocabulary",3
"Study2","P077","R06","Argumentation",3
"Study2","P077","R06","Completeness",3
"Study2","P077","R06","Correctness",3
"Study2","P077","R06","Description",2
"Study2","P077","R06","Fluency",2
"Study2","P077","R06","Structure",4
"Study2","P077","R06","Train_of_Thought",3
"Study2","P077","R06","Vocabulary",3
"Study2","P077","R10","Argumentation",3
"Study2","P077","R10","Completeness",4
"Study2","P077","R10","Correctness",2
"Study2","P077","R10","Description",2
"Study2","P077","R10","Fluency",3
"Study2","P077","R10","Structure",4
"Study2","P077","R10","Syntactic_Breadth",4
"Study2","P077","R10","Vocabulary",3
"Study2","P078","R01","Argumentation",4
"Study2","P078","R01","Completeness",4
"Study2","P078","R01","Correctness",4
"Study2","P078","R01","Description",3
"Study2","P078","R01","Fluency",4
"Study2","P078","R01","Structure",4
"Study2","P078","R01","Syntactic_Breadth",3
"Study2","P078","R01","Train_of_Thought",3
"Study2","P078","R01","Vocabulary",3
"Study2","P078","R12","Argumentation",3
"Study2","P078","R12","Completeness",4
"Study2","P078","R12","Correctness",3
"Study2","P078","R12","Description",4
"Study2","P078","R12","Fluency",4
"Study2","P078","R12","Structure",4
"Study2","P078","R12","Syntactic_Breadth",2
"Study2","P078","R12","Train_of_Thought",4
"Study2","P078","R12","Vocabulary",4
"Study2","P079","R07","Argumentation",2
"Study2","P079","R07","Completeness",3
"Study2","P079","R07","Description",3
"Study2","P079","R07","Fluency",3
"Study2","P079","R07","Structure",3
"Study2","P079","R07","Syntactic_Breadth",3
"Study2","P079","R07","Train_of_Thought",4
"Study2","P079","R07","Vocabulary",2
"Study2","P079","R08","Argumentation",3
"Study2","P079","R08","Correctness",4
"Study2","P079","R08","Description",4
"Study2","P079","R08","Fluency",2
"Study2","P079","R08","Structure",4
"Study2","P079","R08","Syntactic_Breadth",4
"Study2","P079","R08","Train_of_Thought",3
"Study2","P079","R08","Vocabulary",3
"Study2","P080","R04","Argumentation",1
"Study2","P080","R04","Completeness",3
"Study2","P080","R04","Correctness",4
"Study2","P080","R04","Description",2
"Study2","P080","R04","Fluency",3
"Study2","P080","R04","Structure",3
"Study2","P080","R04","Syntactic_Breadth",1
"Study2","P080","R04","Train_of_Thought",3
"Study2","P080","R04","Vocabulary",3
"Study2","P080","R08","Argumentation",4
"Study2","P080","R08","Completeness",3
"Study2","P080","R08","Correctness",3
"Study2","P080","R08","Description",2
"Study2","P080","R08","Fluency",3
"Study2","P080","R08","Structure",3
"Study2","P080","R08","Syntactic_Breadth",3
"Study2","P080","R08","Train_of_Thought",4
"Study2","P080","R08","Vocabulary",3
"Study2","P081","R09","Argumentation",3
"Study2","P081","R09","Completeness",2
"Study2","P081","R09","Correctness",3
"Study2","P081","R09","Fluency",4
"Study2","P081","R09","Structure",4
"Study2","P081","R09","Syntactic_Breadth",4
"Study2","P081","R09","Vocabulary",3
"Study2","P081","R12","Argumentation",4
"Study2","P081","R12","Completeness",2
"Study2","P081","R12","Correctness",3
"Study2","P081","R12","Description",1
"Study2","P081","R12","Fluency",4
"Study2","P081","R12","Structure",4
"Study2","P081","R12","Syntactic_Breadth",4
"Study2","P081","R12","Train_of_Thought",3
"Study2","P081","R12","Vocabulary",2
"Study2","P082","R05","Argumentation",3
"Study2","P082","R05","Completeness",4
"Study2","P082","R05","Correctness",3
"Study2","P082","R05","Description",4
"Study2","P082","R05","Fluency",3
"Study2","P082","R05","Syntactic_Breadth",4
"Study2","P082","R05","Train_of_Thought",4
"Study2","P082","R12","Argumentation",3
"Study2","P082","R12","Completeness",4
"Study2","P082","R12","Correctness",3
"Study2","P082","R12","Fluency",4
"Study2","P082","R12","Structure",4
"Study2","P082","R12","Syntactic_Breadth",3
"Study2","P082","R12","Train_of_Thought",3
"Study2","P082","R12","Vocabulary",4
"Study2","P083","R05","Argumentation",3
"Study2","P083","R05","Completeness",4
"Study2","P083","R05","Correctness",3
"Study2","P083","R05","Description",3
"Study2","P083","R05","Fluency",3
"Study2","P083","R05","Structure",4
"Study2","P083","R05","Syntactic_Breadth",4
"Study2","P083","R05","Train_of_Thought",3
"Study2","P083","R10","Argumentation",3
"Study2","P083","R10","Completeness",4
"Study2","P083","R10","Correctness",3
"Study2","P083","R10","Description",1
"Study2","P083","R10","Fluency",4
"Study2","P083","R10","Structure",4
"Study2","P083","R10","Syntactic_Breadth",3
"Study2","P083","R10","Train_of_Thought",1
"Study2","P083","R10","Vocabulary",4
"Study2","P084","R01","Argumentation",4
"Study2","P084","R01","Correctness",4
"Study2","P084","R01","Fluency",2
"Study2","P084","R01","Structure",4
"Study2","P084","R01","Syntactic_Breadth",4
"Study2","P084","R01","Train_of_Thought",2
"Study2","P084","R01","Vocabulary",2
"Study2","P084","R11","Argumentation",4
"Study2","P084","R11","Completeness",3
"Study2","P084","R11","Correctness",3
"Study2","P084","R11","Description",4
"Study2","P084","R11","Fluency",4
"Study2","P084","R11","Structure",4
"Study2","P084","R11","Syntactic_Breadth",4
"Study2","P084","R11","Train_of_Thought",4
"Study2","P084","R11","Vocabulary",3
"Study2","P085","R08","Argumentation",3
"Study2","P085","R08","Completeness",3
"Study2","P085","R08","Correctness",3
"Study2","P085","R08","Description",2
"Study2","P085","R08","Fluency",3
"Study2","P085","R08","Structure",4
"Study2","P085","R08","Syntactic_Breadth",3
"Study2","P085","R08","Train_of_Thought",4
"Study2","P085","R08","Vocabulary",3
"Study2","P085","R11","Argumentation",4
"Study2","P085","R11","Completeness",4
"Study2","P085","R11","Correctness",2
"Study2","P085","R11","Description",1
"Study2","P085","R11","Fluency",2
"Study2","P085","R11","Structure",3
"Study2","P085","R11","Syntactic_Breadth",4
"Study2","P085","R11","Train_of_Thought",4
"Study2","P085","R11","Vocabulary",3
"Study2","P086","R04","Argumentation",2
"Study2","P086","R04","Completeness",4
"Study2","P086","R04","Correctness",2
"Study2","P086","R04","Description",4
"Study2","P086","R04","Fluency",4
"Study2","P086","R04","Structure",4
"Study2","P086","R04","Syntactic_Breadth",4
"Study2","P086","R04","Train_of_Thought",3
